time_sec,ue_id,from_cell,to_cell,event,executed_ok
39.3018,6,5,8,SUCCESS,1
39.5005,20,5,6,START,0
39.5023,20,5,6,SUCCESS,1
39.6008,2,6,4,START,0
39.6025,2,6,4,SUCCESS,1
39.701,5,4,2,START,0
39.7028,5,4,2,SUCCESS,1
39.7992,8,2,4,START,0
39.801,8,2,4,SUCCESS,1
39.8952,6,8,2,START,0
39.897,6,8,2,SUCCESS,1
40.0018,13,2,8,START,0
40.0035,13,2,8,SUCCESS,1
40.09,2,4,2,START,0
40.0918,2,4,2,SUCCESS,1
40.1885,5,2,3,START,0
40.1903,5,2,3,SUCCESS,1
40.2895,6,2,5,START,0
40.2913,6,2,5,SUCCESS,1
40.3902,1,3,4,START,0
40.3918,1,3,4,SUCCESS,1
40.503,13,8,3,START,0
40.5048,13,8,3,SUCCESS,1
40.595,5,3,2,START,0
40.5968,5,3,2,SUCCESS,1
40.8038,1,4,2,START,0
40.8055,1,4,2,SUCCESS,1
40.8955,2,2,4,START,0
40.8973,2,2,4,SUCCESS,1
41.0043,13,3,2,START,0
41.006,13,3,2,SUCCESS,1
41.1045,5,2,3,START,0
41.1063,5,2,3,SUCCESS,1
41.706,5,3,4,START,0
41.7078,5,3,4,SUCCESS,1
41.793,2,4,8,START,0
41.7948,2,4,8,SUCCESS,1
42.107,5,4,8,START,0
42.1088,5,4,8,SUCCESS,1
42.2025,2,8,3,START,0
42.2043,2,8,3,SUCCESS,1
42.4895,5,8,2,START,0
42.4913,5,8,2,SUCCESS,1
42.586,2,3,2,START,0
42.5878,2,3,2,SUCCESS,1
42.6005,1,2,3,START,0
42.6023,1,2,3,SUCCESS,1
42.6802,13,2,3,START,0
42.682,13,2,3,SUCCESS,1
42.6917,18,3,4,START,0
42.6935,18,3,4,SUCCESS,1
42.7236,19,3,4,START,0
42.725,1,3,8,START,0
42.7253,19,3,4,SUCCESS,1
42.7268,1,3,8,SUCCESS,1
42.7294,13,3,4,START,0
42.731,13,3,4,SUCCESS,1
