ho_number,sim_time_sec,ue_id,from_cell,to_cell,event,executed_ok,trigger_type,serving_SINR_dB,target_SINR_dB,f_gamma_Eq5,serving_NUEs,target_NUEs,PRBs_per_UE_serving,PRBs_per_UE_target,TOTAL_PRB,f_PRB_Eq6,RRU_PrbUsedDl_serving_pct,RRU_PrbUsedDl_target_pct,PRB_source,RSRP_serving_dBm,RSRP_target_dBm,RSRPpilot_serving,RSRPpilot_target,Omega_gamma_Eq2,Omega_PRB_Eq3,fWF_Eq1,delta_HOM_Eq8,delta_HOM_case,Algo1_threshold,Algo1_HO_decision,NCL_target_load_pct,NCL_gate_result,serving_cell_load_pct,load_balance_result,load_diff_ues,latency_sec,ho_success,data_source
460,1777175238,7,2,8,COMPLETED,1,SINR,25.0000,19.0000,-0.2000,6,1,4.67,28.00,28,0.8333,0.0,0.0,NUE_fallback,-5.0000,-11.0000,1.4757,2.2241,0.3683,0.0512,-0.5487,-5.4872,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.0114,HO_APPROVED__RSRPpilot_T_wins,5.0,NCL_PASSED__load_below_50pct,30.0,LOAD_REDUCED__good_LB,5,10.00,1,REAL_from_getTargetCellID
461,1777175240,8,4,2,COMMAND_SENT,0,SINR,9.0000,36.0000,0.9000,1,5,28.00,5.60,28,-0.8000,0.0,0.0,NUE_fallback,-21.0000,6.0000,0.2224,22.2940,0.0263,0.4739,-0.8042,-8.0419,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-7.8195,HO_APPROVED__RSRPpilot_T_wins,25.0,NCL_PASSED__load_below_50pct,5.0,LOAD_INCREASED__SINR_driven,-4,0.00,0,REAL_from_getTargetCellID
462,1777175253,8,4,2,COMPLETED,1,SINR,9.0000,36.0000,0.9000,1,5,28.00,5.60,28,-0.8000,0.0,0.0,NUE_fallback,-21.0000,6.0000,0.2224,22.2940,0.0263,0.4739,-0.8042,-8.0419,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-7.8195,HO_APPROVED__RSRPpilot_T_wins,25.0,NCL_PASSED__load_below_50pct,5.0,LOAD_INCREASED__SINR_driven,-4,13.00,1,REAL_from_getTargetCellID
463,1777175254,6,5,2,COMMAND_SENT,0,SINR,9.0000,36.0000,0.9000,5,6,5.60,4.67,28,-0.0333,0.0,0.0,NUE_fallback,-21.0000,6.0000,0.0445,18.5783,0.0328,0.3388,-0.5579,-5.5794,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-5.5349,HO_APPROVED__RSRPpilot_T_wins,30.0,NCL_PASSED__load_below_50pct,25.0,LOAD_INCREASED__SINR_driven,-1,0.00,0,REAL_from_getTargetCellID
464,1777175267,6,5,2,COMPLETED,1,SINR,9.0000,36.0000,0.9000,5,6,5.60,4.67,28,-0.0333,0.0,0.0,NUE_fallback,-21.0000,6.0000,0.0445,18.5783,0.0328,0.3388,-0.5579,-5.5794,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-5.5349,HO_APPROVED__RSRPpilot_T_wins,30.0,NCL_PASSED__load_below_50pct,25.0,LOAD_INCREASED__SINR_driven,-1,13.00,1,REAL_from_getTargetCellID
465,1777175270,5,2,3,COMMAND_SENT,0,SINR,19.0000,11.0000,-0.2667,7,3,4.00,9.33,28,0.1905,0.0,0.0,NUE_fallback,-11.0000,-19.0000,0.3177,0.1175,0.3207,0.2050,-0.4605,-4.6052,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.2875,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,35.0,LOAD_REDUCED__good_LB,4,0.00,0,REAL_from_getTargetCellID
466,1777175281,5,2,3,COMPLETED,1,SINR,19.0000,11.0000,-0.2667,7,3,4.00,9.33,28,0.1905,0.0,0.0,NUE_fallback,-11.0000,-19.0000,0.3177,0.1175,0.3207,0.2050,-0.4605,-4.6052,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.2875,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,35.0,LOAD_REDUCED__good_LB,4,11.00,1,REAL_from_getTargetCellID
467,1777175282,7,8,2,COMMAND_SENT,0,SINR,8.0000,25.0000,0.5667,2,6,14.00,4.67,28,-0.3333,0.0,0.0,NUE_fallback,-22.0000,-5.0000,0.0883,1.4757,0.1185,0.3645,-0.5154,-5.1545,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-5.0662,HO_APPROVED__RSRPpilot_T_wins,30.0,NCL_PASSED__load_below_50pct,10.0,LOAD_INCREASED__SINR_driven,-4,0.00,0,REAL_from_getTargetCellID
468,1777175295,7,8,2,COMPLETED,1,SINR,8.0000,25.0000,0.5667,2,6,14.00,4.67,28,-0.3333,0.0,0.0,NUE_fallback,-22.0000,-5.0000,0.0883,1.4757,0.1185,0.3645,-0.5154,-5.1545,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-5.0662,HO_APPROVED__RSRPpilot_T_wins,30.0,NCL_PASSED__load_below_50pct,10.0,LOAD_INCREASED__SINR_driven,-4,13.00,1,REAL_from_getTargetCellID
469,1777175298,8,2,3,COMMAND_SENT,0,SINR,23.0000,16.0000,-0.2333,7,4,4.00,7.00,28,0.1071,0.0,0.0,NUE_fallback,-7.0000,-14.0000,0.7981,0.2787,0.3065,0.2219,-0.4713,-4.7125,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-3.9144,HO_APPROVED__RSRPpilot_T_wins,20.0,NCL_PASSED__load_below_50pct,35.0,LOAD_REDUCED__good_LB,3,0.00,0,REAL_from_getTargetCellID
470,1777175309,8,2,3,COMPLETED,1,SINR,23.0000,16.0000,-0.2333,7,4,4.00,7.00,28,0.1071,0.0,0.0,NUE_fallback,-7.0000,-14.0000,0.7981,0.2787,0.3065,0.2219,-0.4713,-4.7125,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-3.9144,HO_APPROVED__RSRPpilot_T_wins,20.0,NCL_PASSED__load_below_50pct,35.0,LOAD_REDUCED__good_LB,3,11.00,1,REAL_from_getTargetCellID
471,1777175310,5,3,2,COMMAND_SENT,0,SINR,11.0000,32.0000,0.7000,5,6,5.60,4.67,28,-0.0333,0.0,0.0,NUE_fallback,-19.0000,2.0000,0.0705,7.3962,0.0936,0.3223,-0.4552,-4.5521,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.4816,HO_APPROVED__RSRPpilot_T_wins,30.0,NCL_PASSED__load_below_50pct,25.0,LOAD_INCREASED__SINR_driven,-1,0.00,0,REAL_from_getTargetCellID
472,1777175323,5,3,2,COMPLETED,1,SINR,11.0000,32.0000,0.7000,5,6,5.60,4.67,28,-0.0333,0.0,0.0,NUE_fallback,-19.0000,2.0000,0.0705,7.3962,0.0936,0.3223,-0.4552,-4.5521,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.4816,HO_APPROVED__RSRPpilot_T_wins,30.0,NCL_PASSED__load_below_50pct,25.0,LOAD_INCREASED__SINR_driven,-1,13.00,1,REAL_from_getTargetCellID
473,1777175326,8,3,2,COMMAND_SENT,0,SINR,5.0000,23.0000,0.6000,4,7,7.00,4.00,28,-0.1071,0.0,0.0,NUE_fallback,-25.0000,-7.0000,0.0221,0.7981,0.1175,0.3251,-0.4649,-4.6486,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.6265,HO_APPROVED__RSRPpilot_T_wins,35.0,NCL_PASSED__load_below_50pct,20.0,LOAD_INCREASED__SINR_driven,-3,0.00,0,REAL_from_getTargetCellID
474,1777175337,8,3,2,COMPLETED,1,SINR,5.0000,23.0000,0.6000,4,7,7.00,4.00,28,-0.1071,0.0,0.0,NUE_fallback,-25.0000,-7.0000,0.0221,0.7981,0.1175,0.3251,-0.4649,-4.6486,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.6265,HO_APPROVED__RSRPpilot_T_wins,35.0,NCL_PASSED__load_below_50pct,20.0,LOAD_INCREASED__SINR_driven,-3,11.00,1,REAL_from_getTargetCellID
475,1777175340,5,2,7,COMMAND_SENT,0,SINR,19.0000,11.0000,-0.2667,8,2,3.50,14.00,28,0.3750,0.0,0.0,NUE_fallback,-11.0000,-19.0000,0.2780,0.1762,0.3365,0.1660,-0.4618,-4.6180,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.3400,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,40.0,LOAD_REDUCED__good_LB,6,0.00,0,REAL_from_getTargetCellID
476,1777175351,5,2,7,COMPLETED,1,SINR,19.0000,11.0000,-0.2667,8,2,3.50,14.00,28,0.3750,0.0,0.0,NUE_fallback,-11.0000,-19.0000,0.2780,0.1762,0.3365,0.1660,-0.4618,-4.6180,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.3400,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,40.0,LOAD_REDUCED__good_LB,6,11.00,1,REAL_from_getTargetCellID
477,1777175354,8,2,4,COMMAND_SENT,0,SINR,23.0000,9.0000,-0.4667,7,1,4.00,28.00,28,0.8571,0.0,0.0,NUE_fallback,-7.0000,-21.0000,0.7981,0.2224,0.4182,0.0407,-0.6461,-6.4612,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-5.6631,HO_APPROVED__RSRPpilot_T_wins,0.0,NCL_PASSED__load_below_50pct,35.0,LOAD_REDUCED__good_LB,6,0.00,0,REAL_from_getTargetCellID
478,1777175365,8,2,4,COMPLETED,1,SINR,23.0000,9.0000,-0.4667,7,1,4.00,28.00,28,0.8571,0.0,0.0,NUE_fallback,-7.0000,-21.0000,0.7981,0.2224,0.4182,0.0407,-0.6461,-6.4612,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-5.6631,HO_APPROVED__RSRPpilot_T_wins,0.0,NCL_PASSED__load_below_50pct,35.0,LOAD_REDUCED__good_LB,6,11.00,1,REAL_from_getTargetCellID
479,1777175368,7,2,3,COMMAND_SENT,0,SINR,25.0000,18.0000,-0.2333,6,3,4.67,9.33,28,0.1667,0.0,0.0,NUE_fallback,-5.0000,-12.0000,1.4757,0.5889,0.3116,0.2105,-0.4638,-4.6375,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-3.1618,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,30.0,LOAD_REDUCED__good_LB,3,0.00,0,REAL_from_getTargetCellID
480,1777175379,7,2,3,COMPLETED,1,SINR,25.0000,18.0000,-0.2333,6,3,4.67,9.33,28,0.1667,0.0,0.0,NUE_fallback,-5.0000,-12.0000,1.4757,0.5889,0.3116,0.2105,-0.4638,-4.6375,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-3.1618,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,30.0,LOAD_REDUCED__good_LB,3,11.00,1,REAL_from_getTargetCellID
481,1777175380,5,7,2,COMMAND_SENT,0,SINR,1.0000,19.0000,0.6000,3,5,9.33,5.60,28,-0.1333,0.0,0.0,NUE_fallback,-29.0000,-11.0000,0.0117,0.4448,0.1174,0.3327,-0.4539,-4.5393,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.5275,HO_APPROVED__RSRPpilot_T_wins,25.0,NCL_PASSED__load_below_50pct,15.0,LOAD_INCREASED__SINR_driven,-2,0.00,0,REAL_from_getTargetCellID
482,1777175394,5,7,2,COMPLETED,1,SINR,1.0000,19.0000,0.6000,3,5,9.33,5.60,28,-0.1333,0.0,0.0,NUE_fallback,-29.0000,-11.0000,0.0117,0.4448,0.1174,0.3327,-0.4539,-4.5393,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.5275,HO_APPROVED__RSRPpilot_T_wins,25.0,NCL_PASSED__load_below_50pct,15.0,LOAD_INCREASED__SINR_driven,-2,14.00,1,REAL_from_getTargetCellID
483,1777175394,8,4,2,COMMAND_SENT,0,SINR,9.0000,23.0000,0.4667,1,6,28.00,4.67,28,-0.8333,0.0,0.0,NUE_fallback,-21.0000,-7.0000,0.2224,0.9311,0.1251,0.4299,-0.6995,-6.9951,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-6.7727,HO_APPROVED__RSRPpilot_T_wins,30.0,NCL_PASSED__load_below_50pct,5.0,LOAD_INCREASED__SINR_driven,-5,0.00,0,REAL_from_getTargetCellID
484,1777175408,8,4,2,COMPLETED,1,SINR,9.0000,23.0000,0.4667,1,6,28.00,4.67,28,-0.8333,0.0,0.0,NUE_fallback,-21.0000,-7.0000,0.2224,0.9311,0.1251,0.4299,-0.6995,-6.9951,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-6.7727,HO_APPROVED__RSRPpilot_T_wins,30.0,NCL_PASSED__load_below_50pct,5.0,LOAD_INCREASED__SINR_driven,-5,14.00,1,REAL_from_getTargetCellID
485,1777175408,7,3,2,COMMAND_SENT,0,SINR,7.0000,39.0000,1.0000,4,7,7.00,4.00,28,-0.1071,0.0,0.0,NUE_fallback,-23.0000,9.0000,0.0351,31.7731,0.0033,0.3680,-0.5967,-5.9672,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-5.9321,HO_APPROVED__RSRPpilot_T_wins,35.0,NCL_PASSED__load_below_50pct,20.0,LOAD_INCREASED__SINR_driven,-3,0.00,0,REAL_from_getTargetCellID
486,1777175422,7,3,2,COMPLETED,1,SINR,7.0000,39.0000,1.0000,4,7,7.00,4.00,28,-0.1071,0.0,0.0,NUE_fallback,-23.0000,9.0000,0.0351,31.7731,0.0033,0.3680,-0.5967,-5.9672,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-5.9321,HO_APPROVED__RSRPpilot_T_wins,35.0,NCL_PASSED__load_below_50pct,20.0,LOAD_INCREASED__SINR_driven,-3,14.00,1,REAL_from_getTargetCellID
487,1777175422,19,3,4,COMMAND_SENT,0,SINR,10.0000,9.0000,-0.0333,3,1,9.33,28.00,28,0.6667,0.0,0.0,NUE_fallback,-20.0000,-21.0000,0.0933,0.2224,0.4088,0.1319,0.0004,0.0038,Case1_both_same_side_gth__DHOM=HOM_x_fWF,0.0971,HO_APPROVED__RSRPpilot_T_wins,0.0,NCL_PASSED__load_below_50pct,15.0,LOAD_REDUCED__good_LB,2,0.00,0,REAL_from_getTargetCellID
488,1777175436,19,3,4,COMPLETED,1,SINR,10.0000,9.0000,-0.0333,3,1,9.33,28.00,28,0.6667,0.0,0.0,NUE_fallback,-20.0000,-21.0000,0.0933,0.2224,0.4088,0.1319,0.0004,0.0038,Case1_both_same_side_gth__DHOM=HOM_x_fWF,0.0971,HO_APPROVED__RSRPpilot_T_wins,0.0,NCL_PASSED__load_below_50pct,15.0,LOAD_REDUCED__good_LB,2,14.00,1,REAL_from_getTargetCellID
489,1777175438,5,2,3,COMMAND_SENT,0,SINR,19.0000,11.0000,-0.2667,8,2,3.50,14.00,28,0.3750,0.0,0.0,NUE_fallback,-11.0000,-19.0000,0.2780,0.1762,0.3365,0.1660,-0.4618,-4.6180,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.3400,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,40.0,LOAD_REDUCED__good_LB,6,0.00,0,REAL_from_getTargetCellID
490,1777175450,5,2,3,COMPLETED,1,SINR,19.0000,11.0000,-0.2667,8,2,3.50,14.00,28,0.3750,0.0,0.0,NUE_fallback,-11.0000,-19.0000,0.2780,0.1762,0.3365,0.1660,-0.4618,-4.6180,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.3400,HO_APPROVED__RSRPpilot_T_wins,10.0,NCL_PASSED__load_below_50pct,40.0,LOAD_REDUCED__good_LB,6,12.00,1,REAL_from_getTargetCellID
491,1777175452,8,2,4,COMMAND_SENT,0,SINR,23.0000,9.0000,-0.4667,7,1,4.00,28.00,28,0.8571,0.0,0.0,NUE_fallback,-7.0000,-21.0000,0.7981,0.2224,0.4182,0.0407,-0.6461,-6.4612,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-5.6631,HO_APPROVED__RSRPpilot_T_wins,5.0,NCL_PASSED__load_below_50pct,35.0,LOAD_REDUCED__good_LB,6,0.00,0,REAL_from_getTargetCellID
492,1777175464,8,2,4,COMPLETED,1,SINR,23.0000,9.0000,-0.4667,7,1,4.00,28.00,28,0.8571,0.0,0.0,NUE_fallback,-7.0000,-21.0000,0.7981,0.2224,0.4182,0.0407,-0.6461,-6.4612,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-5.6631,HO_APPROVED__RSRPpilot_T_wins,5.0,NCL_PASSED__load_below_50pct,35.0,LOAD_REDUCED__good_LB,6,12.00,1,REAL_from_getTargetCellID
493,1777175464,19,4,3,COMMAND_SENT,0,SINR,0.0000,10.0000,0.3333,2,3,14.00,9.33,28,-0.1667,0.0,0.0,NUE_fallback,-30.0000,-20.0000,0.0140,0.0933,0.2226,0.3896,-0.0531,-0.5312,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-0.5172,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,10.0,LOAD_INCREASED__SINR_driven,-1,0.00,0,REAL_from_getTargetCellID
494,1777175478,19,4,3,COMPLETED,1,SINR,0.0000,10.0000,0.3333,2,3,14.00,9.33,28,-0.1667,0.0,0.0,NUE_fallback,-30.0000,-20.0000,0.0140,0.0933,0.2226,0.3896,-0.0531,-0.5312,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-0.5172,HO_APPROVED__RSRPpilot_T_wins,15.0,NCL_PASSED__load_below_50pct,10.0,LOAD_INCREASED__SINR_driven,-1,14.00,1,REAL_from_getTargetCellID
495,1777175480,5,3,2,COMMAND_SENT,0,SINR,11.0000,19.0000,0.2667,4,6,7.00,4.67,28,-0.0833,0.0,0.0,NUE_fallback,-19.0000,-11.0000,0.0881,0.3707,0.1988,0.2936,-0.4146,-4.1463,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.0582,HO_APPROVED__RSRPpilot_T_wins,30.0,NCL_PASSED__load_below_50pct,20.0,LOAD_INCREASED__SINR_driven,-2,0.00,0,REAL_from_getTargetCellID
496,1777175492,5,3,2,COMPLETED,1,SINR,11.0000,19.0000,0.2667,4,6,7.00,4.67,28,-0.0833,0.0,0.0,NUE_fallback,-19.0000,-11.0000,0.0881,0.3707,0.1988,0.2936,-0.4146,-4.1463,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.0582,HO_APPROVED__RSRPpilot_T_wins,30.0,NCL_PASSED__load_below_50pct,20.0,LOAD_INCREASED__SINR_driven,-2,12.00,1,REAL_from_getTargetCellID
497,1777175496,8,4,2,COMMAND_SENT,0,SINR,9.0000,37.0000,0.9333,1,7,28.00,4.00,28,-0.8571,0.0,0.0,NUE_fallback,-21.0000,7.0000,0.2224,20.0475,0.0174,0.4859,-0.8462,-8.4618,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-8.2394,HO_APPROVED__RSRPpilot_T_wins,35.0,NCL_PASSED__load_below_50pct,5.0,LOAD_INCREASED__SINR_driven,-6,0.00,0,REAL_from_getTargetCellID
498,1777175506,8,4,2,COMPLETED,1,SINR,9.0000,37.0000,0.9333,1,7,28.00,4.00,28,-0.8571,0.0,0.0,NUE_fallback,-21.0000,7.0000,0.2224,20.0475,0.0174,0.4859,-0.8462,-8.4618,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-8.2394,HO_APPROVED__RSRPpilot_T_wins,35.0,NCL_PASSED__load_below_50pct,5.0,LOAD_INCREASED__SINR_driven,-6,10.00,1,REAL_from_getTargetCellID
499,1777175510,6,2,8,COMMAND_SENT,0,SINR,23.0000,10.0000,-0.4333,8,1,3.50,28.00,28,0.8750,0.0,0.0,NUE_fallback,-7.0000,-20.0000,0.6983,0.2800,0.4125,0.0360,-0.6529,-6.5295,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-5.8312,HO_APPROVED__RSRPpilot_T_wins,5.0,NCL_PASSED__load_below_50pct,40.0,LOAD_REDUCED__good_LB,7,0.00,0,REAL_from_getTargetCellID
500,1777175520,6,2,8,COMPLETED,1,SINR,23.0000,10.0000,-0.4333,8,1,3.50,28.00,28,0.8750,0.0,0.0,NUE_fallback,-7.0000,-20.0000,0.6983,0.2800,0.4125,0.0360,-0.6529,-6.5295,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-5.8312,HO_APPROVED__RSRPpilot_T_wins,5.0,NCL_PASSED__load_below_50pct,40.0,LOAD_REDUCED__good_LB,7,10.00,1,REAL_from_getTargetCellID
501,1777175522,13,8,2,COMMAND_SENT,0,SINR,13.0000,27.0000,0.4667,2,7,14.00,4.00,28,-0.3571,0.0,0.0,NUE_fallback,-17.0000,-3.0000,0.2793,2.0047,0.1666,0.4240,-0.2007,-2.0072,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-1.7278,HO_APPROVED__RSRPpilot_T_wins,35.0,NCL_PASSED__load_below_50pct,10.0,LOAD_INCREASED__SINR_driven,-5,0.00,0,REAL_from_getTargetCellID
502,1777175534,13,8,2,COMPLETED,1,SINR,13.0000,27.0000,0.4667,2,7,14.00,4.00,28,-0.3571,0.0,0.0,NUE_fallback,-17.0000,-3.0000,0.2793,2.0047,0.1666,0.4240,-0.2007,-2.0072,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-1.7278,HO_APPROVED__RSRPpilot_T_wins,35.0,NCL_PASSED__load_below_50pct,10.0,LOAD_INCREASED__SINR_driven,-5,12.00,1,REAL_from_getTargetCellID
503,1777175536,5,2,8,COMMAND_SENT,0,SINR,19.0000,17.0000,-0.0667,8,1,3.50,28.00,28,0.8750,0.0,0.0,NUE_fallback,-11.0000,-13.0000,0.2780,1.4033,0.3481,0.0408,-0.5211,-5.2105,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.9325,HO_APPROVED__RSRPpilot_T_wins,5.0,NCL_PASSED__load_below_50pct,40.0,LOAD_REDUCED__good_LB,7,0.00,0,REAL_from_getTargetCellID
504,1777175548,5,2,8,COMPLETED,1,SINR,19.0000,17.0000,-0.0667,8,1,3.50,28.00,28,0.8750,0.0,0.0,NUE_fallback,-11.0000,-13.0000,0.2780,1.4033,0.3481,0.0408,-0.5211,-5.2105,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.9325,HO_APPROVED__RSRPpilot_T_wins,5.0,NCL_PASSED__load_below_50pct,40.0,LOAD_REDUCED__good_LB,7,12.00,1,REAL_from_getTargetCellID
505,1777175548,6,8,2,COMMAND_SENT,0,SINR,0.0000,23.0000,0.7667,2,7,14.00,4.00,28,-0.3571,0.0,0.0,NUE_fallback,-30.0000,-7.0000,0.0140,0.7981,0.0665,0.3869,-0.5883,-5.8825,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-5.8685,HO_APPROVED__RSRPpilot_T_wins,35.0,NCL_PASSED__load_below_50pct,10.0,LOAD_INCREASED__SINR_driven,-5,0.00,0,REAL_from_getTargetCellID
506,1777175562,6,8,2,COMPLETED,1,SINR,0.0000,23.0000,0.7667,2,7,14.00,4.00,28,-0.3571,0.0,0.0,NUE_fallback,-30.0000,-7.0000,0.0140,0.7981,0.0665,0.3869,-0.5883,-5.8825,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-5.8685,HO_APPROVED__RSRPpilot_T_wins,35.0,NCL_PASSED__load_below_50pct,10.0,LOAD_INCREASED__SINR_driven,-5,14.00,1,REAL_from_getTargetCellID
507,1777175562,8,2,4,COMMAND_SENT,0,SINR,23.0000,20.0000,-0.1000,8,1,3.50,28.00,28,0.8750,0.0,0.0,NUE_fallback,-7.0000,-10.0000,0.6983,2.8000,0.3522,0.0400,-0.5459,-5.4592,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.7609,HO_APPROVED__RSRPpilot_T_wins,0.0,NCL_PASSED__load_below_50pct,40.0,LOAD_REDUCED__good_LB,7,0.00,0,REAL_from_getTargetCellID
508,1777175576,8,2,4,COMPLETED,1,SINR,23.0000,20.0000,-0.1000,8,1,3.50,28.00,28,0.8750,0.0,0.0,NUE_fallback,-7.0000,-10.0000,0.6983,2.8000,0.3522,0.0400,-0.5459,-5.4592,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.7609,HO_APPROVED__RSRPpilot_T_wins,0.0,NCL_PASSED__load_below_50pct,40.0,LOAD_REDUCED__good_LB,7,14.00,1,REAL_from_getTargetCellID
509,1777175576,13,2,8,COMMAND_SENT,0,SINR,15.0000,26.0000,0.3667,7,1,4.00,28.00,28,0.8571,0.0,0.0,NUE_fallback,-15.0000,-4.0000,0.1265,11.1470,0.3035,0.0685,-0.0249,-0.2491,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-0.1227,HO_APPROVED__RSRPpilot_T_wins,5.0,NCL_PASSED__load_below_50pct,35.0,LOAD_REDUCED__good_LB,6,0.00,0,REAL_from_getTargetCellID
510,1777175590,13,2,8,COMPLETED,1,SINR,15.0000,26.0000,0.3667,7,1,4.00,28.00,28,0.8571,0.0,0.0,NUE_fallback,-15.0000,-4.0000,0.1265,11.1470,0.3035,0.0685,-0.0249,-0.2491,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-0.1227,HO_APPROVED__RSRPpilot_T_wins,5.0,NCL_PASSED__load_below_50pct,35.0,LOAD_REDUCED__good_LB,6,14.00,1,REAL_from_getTargetCellID
511,1777175592,8,4,2,COMMAND_SENT,0,SINR,9.0000,23.0000,0.4667,1,6,28.00,4.67,28,-0.8333,0.0,0.0,NUE_fallback,-21.0000,-7.0000,0.2224,0.9311,0.1251,0.4299,-0.6995,-6.9951,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-6.7727,HO_APPROVED__RSRPpilot_T_wins,30.0,NCL_PASSED__load_below_50pct,5.0,LOAD_INCREASED__SINR_driven,-5,0.00,0,REAL_from_getTargetCellID
512,1777175604,8,4,2,COMPLETED,1,SINR,9.0000,23.0000,0.4667,1,6,28.00,4.67,28,-0.8333,0.0,0.0,NUE_fallback,-21.0000,-7.0000,0.2224,0.9311,0.1251,0.4299,-0.6995,-6.9951,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-6.7727,HO_APPROVED__RSRPpilot_T_wins,30.0,NCL_PASSED__load_below_50pct,5.0,LOAD_INCREASED__SINR_driven,-5,12.00,1,REAL_from_getTargetCellID
513,1777175606,16,7,8,COMMAND_SENT,0,SINR,8.0000,16.0000,0.2667,2,2,14.00,14.00,28,0.0000,0.0,0.0,NUE_fallback,-22.0000,-14.0000,0.0883,0.5574,0.2999,0.4089,0.1638,1.6376,Case1_both_same_side_gth__DHOM=HOM_x_fWF,1.7259,HO_BLOCKED__serving_still_preferred,10.0,NCL_PASSED__load_below_50pct,10.0,EQUAL_LOAD__neutral,0,0.00,0,REAL_from_getTargetCellID
514,1777175618,16,7,8,COMPLETED,1,SINR,8.0000,16.0000,0.2667,2,2,14.00,14.00,28,0.0000,0.0,0.0,NUE_fallback,-22.0000,-14.0000,0.0883,0.5574,0.2999,0.4089,0.1638,1.6376,Case1_both_same_side_gth__DHOM=HOM_x_fWF,1.7259,HO_BLOCKED__serving_still_preferred,10.0,NCL_PASSED__load_below_50pct,10.0,EQUAL_LOAD__neutral,0,12.00,1,REAL_from_getTargetCellID
515,1777175618,5,8,2,COMMAND_SENT,0,SINR,6.0000,18.0000,0.4000,3,7,9.33,4.00,28,-0.1905,0.0,0.0,NUE_fallback,-24.0000,-12.0000,0.0372,0.2524,0.1638,0.3250,-0.4427,-4.4271,Case1_both_same_side_gth__DHOM=HOM_x_fWF,-4.3900,HO_APPROVED__RSRPpilot_T_wins,35.0,NCL_PASSED__load_below_50pct,15.0,LOAD_INCREASED__SINR_driven,-4,0.00,0,REAL_from_getTargetCellID
